CMTE_ID,TOTAL_TRANSACTIONS,YEAR,CMTE_NAME
C00300418,1000,1,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION VOLUNTARY POLITICAL ACTION COMMITTEE
C00111880,1000,1,SOUTHDOWN INC POLITICAL ACTION COMMITTEE
C00200980,1000,1,CASS BALLENGER FOR CONGRESS COMMITTEE
C00202523,1000,1,WALLY HERGER FOR CONGRESS COMMITTEE
C70001243,768,1,NATIONAL FEDERATION OF INDEPENDENT BUSINESS
C00362376,750,1,LIFECORE BIOMEDICAL POLITICAL ACTION COMMITTEE
C00343236,714,1,CULBERSON FOR CONGRESS
C00099754,525,3,BAKEPAC - THE POLITICAL ACTION COMMITTEE OF THE INDEPENDENT BAKERS ASSOCIATION
C00285189,500,1,SOUDER FOR CONGRESS INC
C00285387,500,1,CONTINUE THE MAJORITY
C00097865,500,1,NATIONAL ASSOCIATION OF TRUCK STOP OPERATORS
C00398909,500,1,
C00280321,500,1,"PAUL MAGLIOCCHETTI ASSOCIATES, INC. POLITICAL ACTION COMMITTEE"
C00214304,500,1,FOOD LION INC POLITICAL ACTION COMMITTEE
C00279828,500,1,TEXTILE RENTAL SERVICES ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (TRSAPAC)
C00254656,500,1,SUGAR CANE GROWERS COOPERATIVE OF FLORIDA (PAC)
C00430116,500,1,
C00003756,500,1,NATIONAL FOOD PROCESSORS ASSOCIATION POLITICAL ACTION COMMITTEE (NFPAC)
C00248849,500,1,AMERICAN CROP PROTECTION ASSOCIATION POLITICAL ACTION COMMITTEE
C00000794,500,1,LENT & SCRIVNER PAC
C00199653,500,1,STEWART & STEVENSON SERVICES INC GOOD GOVERNMENT COMMITTEE
C00320077,500,1,JIM RYUN FOR CONGRESS
C00022988,500,1,AAN-NURSERY INDUSTRY POLITICAL ACTION COMMITTEE
C00342386,500,1,HEART PAC
C00188011,500,1,NATIONAL TANK TRUCK CARRIERS POLITICAL ACTION COMMITTEE
C00335570,500,1,ACADIAN AMBULANCE SERVICE INC EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE
C00116145,500,1,INTERSTATE NATURAL GAS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE
C00059832,500,1,AUCTION MARKETS POLITICAL ACTION COMMITTEE OF THE CHICAGO BOARD OF TRADE A/K/A AMPAC/CBT
C00065219,500,1,WINE INSTITUTE POLITICAL ACTION COMMITTEE
C00366468,500,1,
C00075341,500,1,MOTOROLA CIVIC ACTION CAMPAIGN FUND
C00325373,500,1,MINNESOTANS FOR A BETTER AMERICA
C00343376,500,1,PEOPLE FOR PLATTS COMMITTEE
C00077362,500,1,AMERICAN FURNITURE MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE
C00107300,500,1,AMERICAN AIRLINES POLITICAL ACTION COMMITTEE
C00081455,500,1,RELIANT ENERGY INC PAC FKA HOUSTON INDUSTRIES INC PAC (HIPAC)
C00363515,500,1,MINNESOTANS FOR AMERICA'S PROMISE
C00352054,500,1,ARMENIAN AMERICAN PAC (ARMENPAC)
C00376939,500,1,
C00333427,500,1,WALDEN FOR CONGRESS INC
C00171330,500,1,HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT
C00030734,500,1,DISTILLED SPIRITS COUNCIL OF THE UNITED STATES INC POLITICAL ACTION COMMITTEE
C00034470,500,1,UDV NORTH AMERICA INC EMPLOYEES' POLITICAL PARTICIPATION COMMITTEE
C00300921,500,1,BLACK AMERICA'S POLITICAL ACTION COMMITTEE
C00312090,500,1,MORAN FOR CONGRESS
C00304949,500,1,WATTS FOR CONGRESS
C00164152,500,1,NATIONAL LEAGUE OF POSTMASTERS POLITICAL ACTION COMMITTEE
C00040394,500,1,WILLIAMS COMPANIES INC POLITICAL ACTION COMMITTEE (WILLCOPAC)
C00041178,500,1,TEXACO POLITICAL INVOLVEMENT COMMITTEE
C00303032,500,1,AMERICAN WAREHOUSE ASSOCIATION POLITICAL ACTION COMMITTEE
C70003108,467,1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS
C00384206,250,1,
C00374447,250,1,
C00226712,250,1,STEWART TILE GUARANTY COMPANY PAC (STEWPAC)
C00279505,250,1,RAIN AND HAIL INSURANCE SOCIETY POLITICAL ACTION COMMITTEE
C00139097,250,1,CONSERVATIVE NATIONAL COMMITTEE (FKA-CONGRESSIONAL MAJORITY COMMITTEE)
C00266734,250,1,FRIENDS OF SCOTT MCINNIS INC
C00342394,250,1,EBAY INC-COMMITTEE FOR RESPONSIBLE INTERNET COMMERCE
C00172833,250,1,AMERICAN ASSOCIATION OF CROP INSURERS POLITICAL ACTION COMMITTEE (AACI PAC)
C00305607,250,1,"YOUNG JEWISH LEADERSHIP POLITICAL ACTION COMMITTEE INC, THE"
C00381277,200,1,
C00145201,200,1,MINN LEAGUE OF SAVINGS & COMMUNITY BANKERS COMMUNITY CAMPAIGN COMMITTEE (MN-COMPAC)
C00231233,100,1,LINDQUIST & VENNUM POLITICAL FUND
C70003355,65,1,ASSOCIATED BUILDERS AND CONTRACTORS
C00347922,10,1,GNOSSOS SOFTWARE INC POLITICAL ACTION COMMITTEE (GNOPAC)
C90005471,2,1,PLANNED PARENTHOOD ACTION FUND INC
C00208983,0,1,MANTECH INTERNATIONAL CORP POLITICAL ACTION COMMITTEE
C00053751,0,1,FRIENDS OF BOB LIVINGSTON PAC
